,Symbol
1693,DENND1B
1694,KPNB1
1695,E2F2
1696,ATXN7L3
1697,ELMOD2
1698,GFUS
1699,TOR2A
1700,G6PC3
1701,TFF3
1702,OSBPL5
1703,FRMD6
1704,UBXN7
1705,PAF1
1706,SLC25A1
1707,NYAP2
1708,RXRA
1709,ADRA1D
1710,ARHGAP9
1711,TRIB1
1712,DLX3
1713,RGMB
1714,RBP4
1715,SGCB
1716,NES
1717,GUK1
1718,DTL
1719,QARS1
1720,HEATR1
1721,IQGAP2
1722,MFSD3
1723,HERPUD1
1724,ZNHIT6
1725,FAM163A
1726,CDCA4
1727,ZMYM2
1728,ADAMTSL1
1729,LIG1
1730,CLPS
1731,HCAR1
1732,APEX1
1733,DDIT4
1734,PDLIM1
1735,DDX42
1736,CORO1B
1737,TKT
1738,ACSL3
1739,ETV1
1740,PCNA
1741,PSMB5
1742,APOBEC1
1743,SERTAD1
1744,NKIRAS1
1745,NLRC4
1746,SAMD4B
1747,AKT3
1748,PDCD11
1749,IL2RA
1750,DEFB118
1751,BLTP2
1752,CDS2
1753,MAT2A
1754,FAM110A
1755,BBS4
1756,PAN2
1757,IFIT1
1758,TMEM235
1759,HAND2
1760,ST6GAL1
1761,SYT8
1762,SYMPK
1763,NOSIP
1764,INPP4B
1765,GNA15
1766,FSTL1
1767,RAB6B
1768,ABCB4
1769,GABRB1
1770,MAPK7
1771,MIA2
1772,ICAM3
1773,NUDT9
1774,ALOX12B
1775,ABHD4
1776,ROR1
1777,CYP1A2
1778,GABARAPL2
1779,BRD10
1780,TNKS
1781,DNAJB8
1782,PKD1
1783,TSEN2
1784,PAK1IP1
1785,ASB2
1786,EPHB2
1787,TARS3
1788,MME
1789,PACSIN3
1790,NRSN1
1791,ZBTB7C
1792,STK11
1793,EDNRA
1794,PIM1
1795,CTU1
1796,PLEKHM1
1797,HS2ST1
1798,SLC22A8
1799,BMP2K
1800,FSCB
1801,CYTL1
1802,HIVEP1
1803,WFDC10A
1804,GRIP1
1805,LMTK3
1806,CXCL6
1807,MTARC2
1808,RIPK1
1809,RRS1
1810,LONP2
1811,KRTAP5-6
1812,PDE7A
1813,CDC7
1814,SMARCD2
1815,SLC8A1
1816,LIMS1
1817,ELOVL7
1818,VPS28
1819,MFAP5
1820,PNPLA6
1821,MYBPHL
1822,GNA13
1823,CLEC4D
1824,ZDHHC2
1825,ENTPD8
1826,DUSP3
1827,CERK
1828,FUT1
1829,LANCL1
1830,ANKRD10
1831,MGMT
1832,GH2
1833,IGFL1
1834,NAB1
1835,NDUFAF2
1836,NUP133
1837,IGHMBP2
1838,SERTAD2
1839,METTL3
1840,CYP27C1
1841,ATP6V0B
1842,ANKRD40
1843,S100A16
1844,LY6H
1845,HS6ST3
1846,IFIH1
1847,CEL
1848,KCTD13
1849,LRRC1
1850,ARHGAP25
1851,DYNLT4
1852,ALLC
1853,ZNF530
1854,CCDC116
1855,MADD
1856,TBX2
1857,ERI1
1858,DDX1
1859,GPBP1L1
1860,DNER
1861,FSD1
1862,CLMN
1863,ENTPD2
1864,MACF1
1865,MTX3
1866,EHD3
1867,BPHL
1868,SYCN
1869,AKR7A2
1870,PRRX2
1871,ZNF330
1872,ZNF473
1873,PPOX
1874,MUC13
1875,GLOD4
1876,HDC
1877,GRPEL1
1878,CDKN2AIPNL
1879,CHST14
1880,CYB5B
1881,F12
1882,RAB11FIP2
1883,UQCR11
1884,IPO7
1885,ZDHHC13
1886,SDHB
1887,COG2
1888,MESP2
1889,ID2
1890,SPTAN1
1891,FAM3D
1892,GALR2
1893,MYBPC2
1894,GEMIN7
1895,TESC
1896,ZNF426
1897,SMARCA2
1898,PRKRIP1
1899,KCNB1
1900,PYGB
1901,AGRN
1902,PTPN12
1903,NR3C1
1904,TRIM13
1905,AK7
1906,MED19
1907,NTRK1
1908,LRRC66
1909,HHLA2
1910,DNASE2B
1911,DIXDC1
1912,RIC3
1913,AAAS
1914,NEU1
1915,AMFR
1916,HIPK2
1917,RBM45
1918,PAQR9
1919,FANCM
1920,NUP153
1921,SNX17
1922,MPEG1
1923,LIN28B
1924,SGK3
1925,HPSE2
1926,MT1H
1927,WDR7
1928,ZNF345
1929,MMS22L
1930,DDB2
1931,CER1
1932,VPS41
1933,NCALD
1934,ORMDL1
1935,ZNF462
1936,NRXN2
1937,ZKSCAN3
1938,TYMS
1939,CDK5R1
1940,OXSR1
1941,ZNF620
1942,PRR4
1943,SLC16A1
1944,TLCD3A
1945,CIMAP1D
1946,IGSF21
1947,NFKBIE
1948,GALNT8
1949,SLC6A13
1950,GABRG3
1951,NANOGNB
1952,S1PR1
1953,ARHGEF2
1954,KRT84
1955,RSPH3
1956,SLC25A36
1957,TFAP4
1958,CCDC102A
1959,C9
1960,MYOG
1961,APCDD1
1962,HIF3A
1963,ATF6
1964,RTP4
1965,FBN2
1966,STON2
1967,CSF2RB
1968,HAS1
1969,ZC2HC1C
1970,GJC2
1971,SMNDC1
1972,MYBL1
1973,CLTB
1974,PPP1CB
1975,ABCC4
1976,PYY
1977,HDAC2
1978,TTC19
1979,PSIP1
1980,PALB2
1981,PPP1R3G
1982,NCOA3
1983,PBX1
1984,CAMK1G
1985,USP14
1986,CHRNB1
1987,TPM1
1988,ROCK1
1989,MBOAT7
1990,POR
1991,GATA2
1992,ELAVL1
1993,DCBLD1
1994,CA12
1995,ZNF274
1996,DCUN1D4
1997,PELP1
1998,RABEP2
1999,LMO1
2000,FCHO1
2001,ROM1
2002,OR10Z1
2003,GPR45
2004,ZBTB46
2005,ATP2C1
2006,EFCAB14
2007,DNAJA3
2008,SYT11
2009,ACTA1
2010,ZMIZ1
2011,TERF2IP
2012,TRIB3
2013,CPSF4
2014,STK25
2015,CRTAM
2016,BAG3
2017,CYP2A13
2018,TLR4
2019,RHOH
2020,ATP6V0A1
2021,STK10
2022,MRPL40
2023,PRKCQ
2024,DUSP22
2025,NISCH
2026,TENM2
2027,CDC25A
2028,THAP11
2029,CDYL
2030,SAMD9
2031,BCL2L12
2032,ACVR1C
2033,CDK6
2034,GCLC
2035,SLC11A2
2036,NTRK2
2037,SYNGR2
2038,SDC4
2039,DRAP1
2040,TMEM132A
2041,GRIA4
2042,CDK5R2
2043,FREM1
2044,GABRB2
2045,SLC1A4
2046,NDUFA3
2047,PHLDA1
2048,ATG5
2049,PENK
2050,CDC42
2051,FTMT
2052,KRAS
2053,PAX2
2054,PHGDH
2055,ZNF589
2056,MPP4
2057,SNRPD1
2058,HAL
2059,TIMELESS
2060,NRG3
2061,DHX9
2062,TEX19
2063,RBM6
2064,ZBTB20
2065,RAP1A
2066,FOS
2067,WDR77
2068,LIMK1
2069,SLC29A2
2070,RRP12
2071,MS4A5
2072,ATP6V1C2
2073,TRAPPC6A
2074,WDR1
2075,PIK3R3
2076,RARA
2077,BHMT
2078,GALE
2079,SLC22A7
2080,SWAP70
2081,CXCR4
2082,TSKU
2083,TMCO1
2084,KCNG4
2085,PLK3
2086,AGTPBP1
2087,DSPP
2088,KIAA0753
2089,ARVCF
2090,PDGFRB
2091,COG7
2092,GET1
2093,COX5A
2094,CMPK1
2095,CNOT2
2096,CSDE1
2097,STC1
2098,RELB
2099,OR51E1
2100,CEACAM19
2101,MTOR
2102,CHMP5
2103,KLK2
2104,ARL4C
2105,PRRC2B
2106,ZNF347
2107,PSMB7
2108,SLC16A3
2109,FBXL12
2110,SMC4
2111,SWT1
2112,FBXO34
2113,ANO10
2114,ZNF35
2115,HS3ST5
2116,SYNM
2117,MAP4K4
2118,TVP23A
2119,ABTB1
2120,AXIN1
2121,GATAD1
2122,GADD45B
2123,SCAP
2124,SNX13
2125,RAC1
2126,CCDC102B
2127,CSHL1
2128,ERCC1
2129,FAM151B
2130,KCND3
2131,TMEM198
2132,GNA11
2133,CD40
2134,HKDC1
2135,TMEM106B
2136,BARD1
2137,FUCA2
2138,SULF1
2139,ZKSCAN5
2140,CYP2S1
2141,HYOU1
2142,PFN3
2143,SMARCA4
2144,SMU1
2145,MAP2K2
2146,RNF207
2147,IDUA
2148,PWP1
2149,KANSL1L
2150,MYC
2151,GLRX
2152,KIT
2153,CCL28
2154,PLCXD3
2155,LEFTY1
2156,POLDIP3
2157,RAB42
2158,PCDHB15
2159,F11R
2160,MAP4K2
2161,STXBP2
2162,NRL
2163,NR4A2
2164,EFTUD2
2165,RRP1B
2166,ZHX3
2167,CCDC86
2168,MRPS16
2169,ATG16L1
2170,RFPL2
2171,JMJD6
2172,SRSF1
2173,LAP3
2174,SMARCC1
2175,SDC1
2176,KTN1
2177,CCNH
2178,CREB1
2179,CAB39
2180,EIF4EBP1
2181,RAI14
2182,SYNGR3
2183,GLS2
2184,MED29
2185,BIRC2
2186,ATXN7L3B
2187,H2AZ2
2188,KRTAP6-2
2189,EFCC1
2190,ASPH
2191,ARHGEF18
2192,NMNAT3
2193,ATAD2
2194,HLA-DRB5
2195,PRLR
2196,COL1A1
2197,CPEB2
2198,TSPAN9
2199,SERPINA6
2200,PRKDC
2201,RHOA
2202,FZD7
2203,GRB14
2204,COASY
2205,HABP2
2206,PSME1
2207,NOP10
2208,FDFT1
2209,SEMA4F
2210,MYH4
2211,KCNK18
2212,IL4R
2213,SIRT3
2214,TRAP1
2215,DIPK1C
2216,VGLL4
2217,ST3GAL6
2218,PRKCA
2219,NFKBIA
2220,LTBP3
2221,MRPL23
2222,RALGDS
2223,XPO7
2224,SIGLEC6
2225,OR51V1
2226,MOXD1
2227,ZNF789
2228,FBXO47
2229,MIEN1
2230,SHH
2231,PTPRC
2232,SAMD15
2233,ERGIC1
2234,ZNF736
2235,SOX15
2236,MYOZ3
2237,DYSF
2238,SLC2A1
2239,METAP2
2240,LAYN
2241,SEC24C
2242,MLEC
2243,FANCF
2244,BNIP3
2245,CCP110
2246,COPS7A
2247,RAB11FIP3
2248,CDK1
2249,TSN
2250,TP53INP2
2251,STAB2
2252,ODF4
2253,ARID5B
2254,SRSF7
2255,MAU2
2256,SPAG7
2257,RRP8
2258,OR13A1
2259,ZBTB9
2260,EPN2
2261,SLC30A5
2262,USP45
2263,TAF4B
2264,TOPBP1
2265,STK4
2266,YWHAZ
2267,CYB561
2268,SORBS3
2269,TBX19
2270,HEPACAM
2271,WIPF2
2272,CPPED1
2273,JAK3
2274,CD320
2275,PTPN6
2276,SLC25A32
2277,TRIM66
2278,ZFP36
2279,MEX3B
2280,CHST4
2281,FRZB
2282,WDR70
2283,KCNN3
2284,ITK
2285,TM7SF3
2286,RNF168
2287,CRY2
2288,CCDC170
2289,PRMT5
2290,POU4F1
2291,ACTR1A
2292,NPC1
2293,PGM1
2294,INCENP
2295,PIN1
2296,MAPKAPK5
2297,ZNF471
2298,CDH9
2299,RDH12
2300,MANBAL
2301,GABPB1
2302,POLR2I
2303,ZNF3
2304,PIAS1
2305,GPR63
2306,AMER2
2307,NFKBIB
2308,NEFH
2309,GATA5
2310,ABCB5
2311,HTRA1
2312,ADA
2313,NELL1
2314,RUNDC3A
2315,QSOX1
2316,ZNF415
2317,LGR4
2318,CHAC1
2319,SEC31B
2320,CDK2
2321,LTK
2322,MAPK14
2323,EIF2AK3
2324,TIAM2
2325,NUCB2
2326,AURKB
2327,OPRK1
2328,MARCHF3
2329,IL26
2330,AFAP1L1
2331,OR2T1
2332,SORCS2
2333,RASD2
2334,CCN4
2335,GBP2
2336,TENT4A
2337,UBQLN4
2338,MEGF11
2339,IFNAR1
2340,MDFIC
2341,FAM118A
2342,ENOPH1
2343,POLE
2344,TTPAL
2345,NUSAP1
2346,ELAC2
2347,NEUROD4
2348,PRKCD
2349,NR1H3
2350,KCNH7
2351,MESP1
2352,RIN2
2353,PGAM2
2354,SERPINB1
2355,RGS9
2356,SLC15A3
2357,UBE3A
2358,DOCK8
2359,CCDC34
2360,TNFSF11
2361,GCKR
2362,FCRL4
2363,TMEM179B
2364,CEBPZ
2365,ZNF92
2366,SLC24A2
2367,POLG
2368,ACVR2B
2369,ANXA4
2370,MYBPC1
2371,SLC23A2
2372,CP
2373,DLK2
2374,EDEM1
2375,ANGEL2
2376,CD2BP2
2377,DHTKD1
2378,FYN
2379,MUC1
2380,EID2
2381,HNRNPA3
2382,MRPL9
2383,INCA1
2384,DNMT3A
2385,ATG3
2386,IGF2BP2
2387,SLC10A6
2388,TG
2389,TMPRSS9
2390,KAT6B
2391,SUPV3L1
2392,HOXA11
2393,PRKAA1
2394,OR51S1
2395,GDNF
2396,FAIM2
2397,SPRTN
2398,RPS18
2399,DDX18
2400,PARPBP
2401,CDH3
2402,TOR1A
2403,PLA2G1B
2404,SFN
2405,NGFR
2406,LLGL2
2407,DAG1
2408,ZNF135
2409,IFT172
2410,B4GALT4
2411,LSM6
2412,BECN1
2413,NUAK2
2414,DHX32
2415,ITIH3
2416,RND2
2417,TGFB1
2418,NOTCH1
2419,EBAG9
2420,REEP5
2421,KDM5B
2422,GPR39
2423,FAM114A2
2424,KLF10
2425,TEX10
2426,MPC2
2427,ZNF404
2428,DCTD
2429,SYNE2
2430,ZNF502
2431,FLRT1
2432,ERMN
2433,NUP88
2434,PDE4B
2435,SSH1
2436,FAM204A
2437,MAP1A
2438,C5
2439,PPARG
2440,HELB
2441,CALM3
2442,POP4
2443,CARD11
2444,DENND4B
2445,UBE2J1
2446,VSTM1
2447,FASLG
2448,ASRGL1
2449,LCE3C
2450,MORC2
2451,ZNF284
2452,ADAM2
2453,FAM216B
2454,ARHGAP32
2455,EMC7
2456,RPS6KA1
2457,SLC38A11
2458,MYBL2
2459,CASC3
2460,MAGI1
2461,RAP1GAP
2462,ARSI
2463,EFCAB5
2464,CD300A
2465,SPA17
2466,NPHP3
2467,HAT1
2468,TLL2
2469,MPZL3
2470,PEPD
2471,KCTD6
2472,ATP2A2
2473,KIF11
2474,CBR1
2475,NTF3
2476,ATMIN
2477,ATOH8
2478,STIM1
2479,FYCO1
2480,ABCC5
2481,PRPF4
2482,FOXJ3
2483,MEPE
2484,GIMAP6
2485,NIT1
2486,RBM43
2487,ASCC3
2488,FJX1
2489,STMN1
2490,TNIP1
2491,PHF12
2492,CHN2
2493,FUCA1
2494,MEST
2495,TBX20
2496,TNNI3
2497,NUAK1
2498,SLC36A1
2499,ACP5
2500,GDA
2501,ILK
2502,BLCAP
2503,FOXN2
2504,GLIS2
2505,NMT1
2506,GTPBP8
2507,STK11IP
2508,NEBL
2509,TIMM9
2510,DAPK3
2511,GSR
2512,PAFAH1B3
2513,KPNA4
2514,POLR2K
2515,CRCP
2516,RPN1
2517,FAT1
2518,LRRC40
2519,FIS1
2520,USP6NL
2521,EBF2
2522,DGAT1
2523,ZFC3H1
2524,MCM3
2525,TTC39C
2526,FGFR1
2527,YME1L1
2528,LETM1
2529,CCDC73
2530,STRA8
2531,PPP2R2D
2532,WNT5A
2533,PSCA
2534,HDAC3
2535,SMTNL2
2536,KLF12
2537,DEFA5
2538,RNMT
2539,ZNF414
2540,TOP1
2541,ADAT1
2542,BCLAF1
2543,TTBK1
2544,ARHGDIB
2545,LDHAL6B
2546,TRPV4
2547,SNCA
2548,ITGB5
2549,HDAC9
2550,PRSS23
2551,CHMP2B
2552,NR2C2
2553,FAH
2554,HINT2
2555,GSDMB
2556,SF3A1
2557,TPRX1
2558,BUB1
2559,RAB33B
2560,ZP1
2561,SOX8
2562,SOCS2
2563,FGFBP3
2564,ITGB2
2565,RGS2
2566,JUN
2567,HK1
2568,SUV39H2
2569,ZBTB43
2570,NFIL3
2571,PHKB
2572,APP
2573,DVL2
2574,SPATA32
2575,FAM111B
2576,ACRV1
2577,L3MBTL3
2578,ZNF490
2579,SLC25A37
2580,NFKB2
2581,GJB4
2582,ACSM2A
2583,PHOX2A
2584,MAP3K8
2585,DUSP14
2586,OXA1L
2587,ELL2
2588,UCHL5
2589,SAMD5
2590,AARS1
2591,KCNG1
2592,SLC22A5
2593,DENND2A
2594,PLCH2
2595,SEMA3D
2596,RIMS4
2597,AXDND1
2598,HIVEP2
2599,CLIC4
2600,SPEN
2601,IAPP
2602,EAPP
2603,CAPN1
2604,RPRD1B
2605,CCNB1
2606,PTGDR2
2607,BRD3
2608,LRRC55
2609,PIM3
2610,AFG2B
2611,CAT
2612,PLXNA2
2613,GAA
2614,BRD9
2615,IGSF9B
2616,TFCP2L1
2617,CEACAM4
2618,GJA4
2619,SACM1L
2620,USP16
2621,CREBBP
2622,ADCY3
2623,UBR2
2624,UBE2C
2625,CASP2
2626,SMCR8
2627,GTF2F2
2628,CHMP1A
2629,ACD
2630,DFFB
2631,UBR7
2632,NEXN
2633,PLG
2634,HSPD1
2635,DDX10
2636,FAM135B
2637,DDX31
2638,BEND4
2639,FNTA
2640,ACLY
2641,TCTN1
2642,MIER1
2643,AKR1E2
2644,PTPRF
2645,CEP350
2646,OSBPL3
2647,PDK1
2648,GDE1
2649,CRTAP
2650,DOT1L
2651,ATP10A
2652,SLC27A3
2653,FARP2
2654,CSNK1A1L
2655,PIGM
2656,RNH1
2657,EPRS1
2658,FLT3
2659,EEIG2
2660,NUMBL
2661,SDCCAG8
2662,ACBD5
2663,NOS3
2664,USP22
2665,FXN
2666,IDI1
2667,PEX2
2668,DHDDS
2669,MFAP3L
2670,VWDE
2671,SLC29A3
2672,RRAGA
2673,GPR137
2674,PDGFA
2675,CLECL1P
2676,TLCD3B
2677,KDR
2678,CCDC122
2679,GFOD2
2680,AKAP8L
2681,PLA2G4A
2682,PRMT6
2683,MELK
2684,RFNG
2685,GGH
2686,VEZF1
2687,GPRC5C
2688,SLC25A30
2689,REC8
2690,MKNK2
2691,RANBP3
2692,CEP57
2693,BCL2L1
2694,HCLS1
2695,CHST1
2696,SLC16A7
2697,WASF3
2698,IPO13
2699,VENTX
2700,MMP1
2701,ACADVL
2702,ST7
2703,TTK
2704,IFT57
2705,LAMA3
2706,FLT1
2707,TJP1
2708,PLCB3
2709,SSTR1
2710,BACE2
2711,PPP1R13B
2712,SSRP1
2713,KLHL21
2714,BRD8
2715,SH2B3
2716,CLEC4E
2717,AKT1
2718,CAD
2719,ARID4B
2720,CHD9
2721,PTPRS
2722,ETV3
2723,LYRM1
2724,TEKT1
2725,TCP10L3
2726,PUF60
2727,GFPT2
2728,F3
2729,SPO11
2730,TSPAN19
2731,MAPK1IP1L
2732,RD3
2733,CXCL2
2734,SREBF1
2735,POC5
2736,CHMP6
2737,ACTRT2
2738,SERINC5
2739,NVL
2740,WDR27
2741,IMP3
2742,BLTP3B
