,Symbol
292,RPS6KB1
293,NFATC4
294,KCNA4
295,TGIF1
296,B9D1
297,GSTP1
298,CDH1
299,ORC1
300,AIM2
301,UPP2
302,OR8B8
303,TP53
304,BIRC5
305,STEAP2
306,KEAP1
307,MAP4K1
308,HEATR4
309,SCYL3
310,ERBB3
311,EML3
312,CORIN
313,ABHD6
314,GPATCH8
315,MAP2
316,PRKCB
317,PLA2R1
318,SEMA4A
319,TONSL
320,CSRP1
321,KANK1
322,CENPE
323,PROM2
324,WBP2NL
325,HDAC5
326,AHDC1
327,STX3
328,IFI27L2
329,PDS5A
330,CPNE3
331,TFDP1
332,CDK13
333,FNBP1
334,DNAI2
335,ENO2
336,VWA5B1
337,PAFAH1B1
338,NUDT5
339,STEAP3
340,USP15
341,PAICS
342,CD82
343,IFT122
344,LAMP3
345,TYW1
346,B3GALT1
347,UBE3C
348,CYP3A5
349,DIRAS1
350,AP2A1
351,ZNF556
352,SMAD4
353,PPIA
354,TOP2A
355,TMEM203
356,SWSAP1
357,IQUB
358,TMEM132B
359,HDAC7
360,NDUFA10
361,ALAS1
362,OR5D14
363,WIF1
364,FAM210B
365,MYO18A
366,ECD
367,JMJD4
368,NCOR2
369,RPH3A
370,ANKRD34B
371,CSNK1A1
372,TMBIM6
373,RAPSN
374,PKIB
375,WDR75
376,MSH2
377,PLA2G15
378,DDIT4L
379,TRADD
380,GUCA1C
381,RASA1
382,ABCC8
383,AURKC
384,GDF5
385,DOCK4
386,PSRC1
387,MED13
388,MYL6B
389,DNM1
390,GTDC1
391,HSD17B14
392,BCAR3
393,CETN3
394,PDP1
395,FAM76B
396,GATA6
397,MRPL46
398,TRPC4AP
399,HMG20B
400,LCK
401,AKAP12
402,AMDHD2
403,PCK2
404,MAP2K5
405,TAS2R42
406,PNMA2
407,NR4A3
408,HGF
409,MAPK3
410,PSTPIP2
411,SDR9C7
412,CDC123
413,ZBTB44
414,ATP6V1D
415,MDH1B
416,LGALSL
417,MRGPRD
418,ERBB4
419,NR2F6
420,ATF1
421,SLC12A6
422,NCSTN
423,BNC2
424,TRIM37
425,EXOSC4
426,RING1
427,GCG
428,ISOC1
429,PTK2
430,MAFK
431,INSL5
432,HMGCR
433,PRMT7
434,SNX11
435,PITPNA
436,C1QA
437,MCM9
438,SHROOM3
439,FRMD1
440,ITPKB
441,PRDM5
442,CASP7
443,OSGIN2
444,ACAT2
445,TIPARP
446,DUSP6
447,IL6ST
448,ADCY10
449,PEAR1
450,RNF181
451,IL17F
452,ENO3
453,NNT
454,EPAS1
455,ZC3HAV1
456,MSH6
457,CTCFL
458,KCNJ3
459,COX7A2L
460,WDR47
461,HDAC4
462,FRS2
463,HMX1
464,CDK7
465,SKIC2
466,FIGN
467,WDR5
468,FBXO8
469,ATAD5
470,DNAJB2
471,HSPA4
472,SIVA1
473,CSRNP1
474,RET
475,PROX2
476,MCMBP
477,OR2C3
478,IKBKB
479,TMEM64
480,ZCCHC17
481,PKP4
482,RBKS
483,KRT32
484,FZD1
485,YBX2
486,DEFB116
487,HAPLN4
488,SLC25A13
489,HESX1
490,BZW2
491,ARHGEF19
492,PTTG1IP
493,FMO2
494,RNASE2
495,IL9
496,SGK2
497,TMEM53
498,PKIG
499,ACAA1
500,MTMR9
501,HYAL2
502,GGPS1
503,PNP
504,ANKRD49
505,RPN2
506,HIPK4
507,PDE8A
508,LEP
509,PPCDC
510,CIB3
511,PPIL1
512,STXBP1
513,ABL1
514,NFATC3
515,ZRANB1
516,SUGP2
517,SACS
518,PRDM10
519,SLAMF1
520,EXOC3
521,MTHFD2
522,RNASE3
523,TRIM45
524,IRX3
525,MYL5
526,AKAP8
527,CDK19
528,PAK4
529,MCHR1
530,OR51I2
531,OTUD4
532,CANT1
533,KLHL36
534,RFC5
535,ARRB1
536,UNC13D
537,CRKL
538,SLC25A20
539,H2BC12
540,S100A1
541,ZNF7
542,USP4
543,ARFGAP1
544,DECR2
545,USP6
546,PLS1
547,BMP2
548,CHIC2
549,SURF6
550,VNN3P
551,NUP85
552,IFNA8
553,KLK12
554,SVOP
555,AARS2
556,WFS1
557,TACO1
558,TXNDC9
559,DFFA
560,ERBB2
561,CATSPERD
562,BFAR
563,ZNF195
564,SMARCB1
565,DDX6
566,GALC
567,SRSF12
568,DSG1
569,RAD51AP2
570,DDR1
571,MDM4
572,APOE
573,RBP7
574,NTN4
575,PSG9
576,TOR1AIP1
577,LRP10
578,SLC25A46
579,STAT5B
580,STOML3
581,IARS2
582,TMEM33
583,PYCARD
584,MED23
585,SLC35F3
586,ZNF71
587,LRPAP1
588,PDZD7
589,B3GNT9
590,F13A1
591,DAXX
592,HERC6
593,FAP
594,PHYHIP
595,ABCA8
596,PAPSS2
597,SPIC
598,EHMT2
599,ATP6V1E2
600,PDE9A
601,TTC8
602,CREG1
603,AURKA
604,SRGAP1
605,CEP72
606,TMEM18
607,DBR1
608,HSPA5
609,ATF7
610,FABP1
611,EIF1B
612,ICA1L
613,DERA
614,IGFBP3
615,REPS1
616,HLA-DRA
617,PPP2R5A
618,EGLN1
619,GNPDA1
620,GPRIN1
621,NXPH1
622,RBL2
623,KANSL1
624,ODAD2
625,QPCTL
626,DHRS7
627,MON2
628,SLC16A4
629,MUC12
630,GREM1
631,RAC3
632,NPVF
633,SLC2A6
634,KDM2A
635,LRP4
636,TRIQK
637,MAST3
638,GP6
639,CD8A
640,CLPX
641,HSPA1A
642,ACBD3
643,UGDH
644,FEZ2
645,TAP1
646,APRT
647,HADH
648,KIF17
649,TUBB6
650,LYN
651,SLC5A6
652,DHX29
653,TSPAN4
654,DCUN1D2
655,TM9SF3
656,ARID3C
657,SLC7A1
658,BLNK
659,UGT2B15
660,CALCA
661,SLC37A4
662,OR2F2
663,AK5
664,PROK1
665,BBS2
666,ATF2
667,IDH1
668,DNAH14
669,RPS5
670,TMEM259
671,MS4A12
672,PACS1
673,EIF2B5
674,EFHC1
675,ZNF704
676,PKN1
677,KRTAP11-1
678,BRD1
679,PROS1
680,NET1
681,DYNLT1
682,SLC4A11
683,STARD3
684,VPS72
685,FLNB
686,TMCC2
687,ERCC5
688,CKAP4
689,PHKG2
690,KRTAP20-4
691,TLE1
692,TCFL5
693,KLHL3
694,ACTB
695,COG5
696,PDGFRA
697,UBASH3B
698,SNX21
699,PKM
700,SPAG16
701,ZIK1
702,PXMP4
703,PARVB
704,TRIM7
705,NDN
706,IDE
707,NNAT
708,NUP93
709,LIMD2
710,KCTD5
711,SET
712,PTGS2
713,GRB10
714,KLHDC2
715,CTNND1
716,DECR1
717,SLBP
718,GNG8
719,DDX60
720,RASSF4
721,TOR4A
722,FBXO21
723,EXT1
724,UFM1
725,CCNA1
726,NBL1
727,ZBTB14
728,PCBD1
729,DNAJB1
730,PEX6
731,DNTTIP2
732,OPTC
733,DEK
734,WDR24
735,POLR3A
736,MAN2A1
737,MLPH
738,CIAO3
739,ELOVL6
740,ITGB1BP1
741,RNF122
742,CATSPERB
743,OXCT1
744,PRTN3
745,TTC33
746,GRWD1
747,OSR1
748,ST3GAL5
749,RUNDC3B
750,MAP2K1
751,DNAJC15
752,MTFR1
753,PRCP
754,TRPM5
755,HMOX1
756,LRRK2
757,PDZD9
758,RPL30
759,DEPDC4
760,PRM2
761,PPM1M
762,CSF1R
763,ACTR6
764,BRD4
765,MAPKAPK3
766,LARP4
767,KIF25
768,HAO2
769,IGDCC3
770,CLEC10A
771,NPDC1
772,PGM2
773,BUB3
774,SLC27A5
775,RGS5
776,CD164L2
777,ZDHHC5
778,NPC1L1
779,CYP26B1
780,MSRB3
781,PPIE
782,ADO
783,GPSM1
784,SH2B1
785,VARS2
786,CTTN
787,P4HTM
788,BIRC3
789,ZNF76
790,CHKA
791,KCNQ4
792,NDUFA13
793,ATP6V1G1
794,BNIP3L
795,RAB6A
796,PLSCR1
797,RAD51C
798,HGD
799,PTER
800,SOX4
801,ULK2
802,CGRRF1
803,CDK4
804,PHF1
805,PCOLCE2
806,SLC25A45
807,LYSMD2
808,CCL20
809,AGL
810,GNB5
811,MDM2
812,GLIPR2
813,C2CD2L
814,AGAP3
815,RSU1
816,NR2F2
817,HNRNPU
818,G3BP1
819,EPB41L2
820,VWC2
821,SPAG4
822,DNAJB5
823,PARN
824,RFX5
825,NAMPT
826,C1RL
827,ZNF253
828,COG4
829,GPC1
830,MEGF8
831,JAKMIP2
832,ECH1
833,CCDC127
834,GPR160
835,HRNR
836,SNX22
837,RIT1
838,NFKBID
839,ZFAND1
840,CPNE7
841,FBXO11
842,MYCBP2
843,FGF11
844,SYPL1
845,TBP
846,KLHL24
847,ALDH3B2
848,THUMPD3
849,TEC
850,GPR146
851,ITPRID2
852,CTNNA3
853,CIAPIN1
854,SH3BP5
855,ETS1
856,MAP3K7
857,CBLB
858,IFNB1
859,DOK2
860,LPAR2
861,ZNF772
862,ABCA5
863,CEP97
864,USP7
865,FHIT
866,PARP1
867,TAAR8
868,MOSPD3
869,SLC25A38
870,SCUBE1
871,HDAC1
872,ZNF510
873,FAM20B
874,SLC39A10
875,STRA6
876,PIK3C3
877,PARP6
878,CSE1L
879,ECHS1
880,CHST11
881,LYPD3
882,CCDC92
883,YBEY
884,CLCN2
885,CAMK2B
886,TCIRG1
887,BMP4
888,CCDC90B
889,F13B
890,TFAP2A
891,PTK2B
892,DHX16
893,NCAPD2
894,SNRPA
895,USP30
896,ARHGEF15
897,MAPK11
898,KLHL11
899,TNFRSF9
900,LPIN2
901,ESR1
902,OR6N2
903,XAB2
904,CALU
905,CLDN4
906,NPRL2
907,SIX4
908,TLK2
909,RUVBL2
910,ALG8
911,STAT3
912,SRPK1
913,EZH1
914,ALK
915,GPR183
916,KRT85
917,PTPRM
918,LAT2
919,TMED4
920,PTMS
921,ARHGAP28
922,PRKAA2
923,PDE1C
924,SNX2
925,PTPN11
926,PSMA8
927,GIGYF1
928,SH3BGRL2
929,TRAK2
930,POLG2
931,ZNF543
932,DYRK1B
933,P2RY6
934,APMAP
935,GIPC2
936,GPR152
937,BST2
938,ESR2
939,SLC35F2
940,BTRC
941,MSRA
942,ULK1
943,TOPAZ1
944,LPL
945,TMEM86A
946,ANGPT1
947,RPUSD3
948,SPHK1
949,ZNF527
950,ILDR1
951,PMAIP1
952,SLC49A4
953,NMUR2
954,ZFHX2
955,TUBA1A
956,SCRN1
957,FGL1
958,RAD9A
959,RXFP3
960,CDH15
961,GALNT13
962,MXD4
963,ELOVL4
964,IDH2
965,CAPN9
966,INO80D
967,FANK1
968,SLC35A3
969,ZNF468
970,C1QTNF8
971,TNRC6C
972,FAIM
973,CPXM2
974,LOXL1
975,TNFSF10
976,CCT5
977,SERPINE1
978,AFMID
979,TMEM97
980,UQCC5
981,EPHA7
982,NEU4
983,C2CD2
984,CELF1
985,CRB1
986,GCC1
987,HIF1AN
988,DCLK1
989,ARHGAP44
990,ZNF107
991,FFAR2
992,TRA2B
993,KIF5C
994,MUC5B
995,LRRC58
996,CALR
997,ZNF333
998,MYLK
999,YWHAQ
1000,STX4
1001,MTA1
1002,KPNA7
1003,GRB7
1004,ACSM4
1005,ARF4
1006,CASP3
1007,LMO4
1008,MYL9
1009,TXNRD1
1010,BCL2
1011,LRP2
1012,SCP2
1013,LGR5
1014,COPB2
1015,DNAJB6
1016,DNM1L
1017,CKAP2
1018,FLT4
1019,FAM186A
1020,PLEKHM3
1021,TRIM2
1022,SIRPB2
1023,TAFA2
1024,SOWAHA
1025,BAAT
1026,TFB2M
1027,RPP25L
1028,PHF14
1029,RTN2
1030,NUP107
1031,TPPP
1032,TP53RK
1033,EMC10
1034,SUPT16H
1035,UBTF
1036,ROS1
1037,TMEM50A
1038,UBQLN1
1039,TRAPPC3
1040,TRIM55
1041,SUGT1
1042,ABCF1
1043,GLI2
1044,RSPO2
1045,PLK1
1046,PIK3CG
1047,WDTC1
1048,DLEU7
1049,RNF149
1050,MAPK10
1051,TOR3A
1052,UGGT2
1053,PHRF1
1054,HMGA2
1055,CTNNAL1
1056,BRD2
1057,KRT2
1058,OR10J5
1059,WDR74
1060,TBK1
1061,ECHDC2
1062,ZFP1
1063,FAM120AOS
1064,FAM114A1
1065,TTLL2
1066,NFE2L2
1067,ZNF626
1068,NPLOC4
1069,MOAP1
1070,SYNJ2
1071,GLYR1
1072,DNAH3
1073,IRAK4
1074,TBCEL
1075,ELF2
1076,NLE1
1077,SMAGP
1078,ROCK2
1079,GDPD5
1080,HEG1
1081,PARVA
1082,VPS37A
1083,RPS6
1084,SLC2A9
1085,KDM4B
1086,EED
1087,PSMB8
1088,NENF
1089,HOXA7
1090,SNRNP25
1091,KLK7
1092,COL15A1
1093,NCKAP5
1094,KAT6A
1095,LSG1
1096,HSP90AA1
1097,BDH1
1098,ZNF619
1099,TNFRSF21
1100,SMOX
1101,CSTB
1102,CCR4
1103,BCL9L
1104,DLD
1105,MAST2
1106,IQCA1
1107,MAN2B1
1108,ANGPTL6
1109,ASAH1
1110,DLST
1111,NOL3
1112,CYB5R4
1113,MOK
1114,EBF1
1115,SUZ12
1116,EFCAB12
1117,TEX264
1118,RNF112
1119,TEAD3
1120,LRRC32
1121,SPP1
1122,CNOT4
1123,XPNPEP1
1124,RHBDL2
1125,TTC17
1126,DNMT1
1127,PRDX6
1128,IL37
1129,SYK
1130,ARL11
1131,PRR16
1132,CCSER1
1133,KIF14
1134,GABRR1
1135,CST1
1136,SCYL2
1137,CSF3
1138,NDUFAF5
1139,RABL3
1140,KCNRG
1141,TBX4
1142,SSBP2
1143,ELK4
1144,COL4A1
1145,MKNK1
1146,ADRB3
1147,UNCX
1148,TRAF2
1149,SNAP25
1150,KRT72
1151,CCNE2
1152,PDIA5
1153,SCCPDH
1154,GAPDH
1155,UNC45B
1156,ME2
1157,ISL2
1158,CYP1B1
1159,NPM1
1160,CYTH1
1161,LSP1
1162,TRAM2
1163,FHL2
1164,PSKH2
1165,FEM1B
1166,EHMT1
1167,WARS1
1168,PFKL
1169,NAB2
1170,IKZF1
1171,KRTAP13-3
1172,SLC35B1
1173,TSC22D1
1174,OSTN
1175,IL1B
1176,DPH2
1177,PCGF3
1178,PECR
1179,ZNF781
1180,TERT
1181,SMC3
1182,ST6GALNAC2
1183,PMM2
1184,LCE1E
1185,KLK1
1186,FOSL1
1187,RHD
1188,DNAJC2
1189,DYDC2
1190,PUS1
1191,PDCD6
1192,IGF1
1193,MYL6
1194,MRPL19
1195,TWSG1
1196,HOXC13
1197,DCK
1198,DUSP4
1199,CTRC
1200,ENPEP
1201,KLHL23
1202,KCNE4
1203,TICAM1
1204,RB1
1205,BCR
1206,TMEM109
1207,PCMT1
1208,PNLIP
1209,ZNF30
1210,TOMM34
1211,DCST2
1212,FGFR1OP2
1213,DTX2
1214,NRIP1
1215,S100A8
1216,ZBTB7B
1217,ECSIT
1218,OR4C15
1219,TESK1
1220,NALCN
1221,MAT2B
1222,P4HA2
1223,ARHGEF12
1224,ZNF77
1225,SESN1
1226,MRTO4
1227,CSNK1E
1228,TMED10
1229,LETMD1
1230,TBPL1
1231,HOXA13
1232,RXRB
1233,GNAI1
1234,MYADM
1235,LPGAT1
1236,ICMT
1237,RFC2
1238,NAALAD2
1239,BARX1
1240,ATF5
1241,ASTN1
1242,GCNT1
1243,ATP11B
1244,ZSCAN22
1245,APBB2
1246,RAE1
1247,DDX49
1248,INPP1
1249,RPA1
1250,SRP54
1251,GAL3ST1
1252,NTMT1
1253,RIMS3
1254,HMGCS1
1255,MANEA
1256,ATP6V1C1
1257,MYO18B
1258,DDC
1259,ZNF697
1260,MC4R
1261,ATM
1262,HCN1
1263,NSMCE2
1264,COMMD1
1265,MYO10
1266,HOMER1
1267,CASP10
1268,NPW
1269,PDPK1
1270,ASCC2
1271,EPHA3
1272,FBXO16
1273,FGFR3
1274,GRIK3
1275,SLTM
1276,GRN
1277,ASNS
1278,TP53BP2
1279,RNF170
1280,IGF1R
1281,SLC35A1
1282,F2
1283,CHEK1
1284,RHEB
1285,GSK3A
1286,BRCA1
1287,STAT1
1288,PPM1L
1289,ST7L
1290,CD44
1291,ORAI2
1292,HAVCR1
1293,SASS6
1294,CRELD2
1295,CLTC
1296,IL24
1297,ZBTB22
1298,TUBB
1299,FGF22
1300,DMXL1
1301,STARD7
1302,PPA2
1303,RBM18
1304,IMPA1
1305,SLC30A10
1306,MAPK13
1307,ALDOA
1308,PIKFYVE
1309,PIH1D1
1310,PRKCG
1311,ICAM1
1312,CCDC85B
1313,USP47
1314,MAST4
1315,IRX5
1316,DEFB134
1317,MRPL22
1318,CSK
1319,MLXIP
1320,APCS
1321,CALCB
1322,HSP90AB1
1323,ATR
1324,DYRK1A
1325,SUGP1
1326,RALB
1327,CTTNBP2
1328,SLC5A9
1329,GCFC2
1330,SPRED2
1331,EFNA5
1332,OLIG1
1333,GLS
1334,PSPH
1335,TIAM1
1336,PER1
1337,CEBPE
1338,CDK9
1339,MZT2A
1340,TPH2
1341,PDE5A
1342,ACAP1
1343,MROH1
1344,TGFB3
1345,GPAM
1346,TEK
1347,RBM15B
1348,ENDOV
1349,SRP68
1350,TFPI2
1351,EIF2A
1352,PNKP
1353,PLEKHG1
1354,GSK3B
1355,CTSB
1356,PAX8
1357,SPATA12
1358,ATN1
1359,LRRC71
1360,APPBP2
1361,JAK2
1362,NXPH2
1363,NIPA1
1364,CSDC2
1365,KCNG2
1366,TMEM229B
1367,RHBDD3
1368,FLACC1
1369,SLC32A1
1370,CPOX
1371,MAPK8
1372,BHLHE23
1373,VAPB
1374,RHOB
1375,USP1
1376,RARS2
1377,CHN1
1378,EDN1
1379,PDHX
1380,FKBP1B
1381,GTF2E2
1382,NBEA
1383,PXN
1384,TMEM151A
1385,TIE1
1386,ANKRD30A
1387,TP53BP1
1388,KATNIP
1389,LSR
1390,TFF1
1391,GTF2A2
1392,SLC6A18
1393,MTHFD1L
1394,TUBB1
1395,YY1AP1
1396,SPDEF
1397,TBX18
1398,BRSK2
1399,SOCS1
1400,CAST
1401,SLC25A26
1402,PLOD3
1403,FAM174A
1404,MCL1
1405,ADAM15
1406,SCAND1
1407,CPLX1
1408,FBXO7
1409,TMEM50B
1410,ZKSCAN2
1411,TGFBR2
1412,KCNT1
1413,MYT1L
1414,TPPP2
1415,SENP1
1416,ITGAE
1417,MRGBP
1418,CASP1
1419,PPM1D
1420,SLC10A7
1421,PCM1
1422,CFLAR
1423,NOL7
1424,PPARD
1425,ITPK1
1426,CLUL1
1427,RGS16
1428,PAK6
1429,HDLBP
1430,SEZ6L
1431,AKT2
1432,BHLHE40
1433,ATP10B
1434,RDH8
1435,CSAD
1436,RILPL1
1437,GATA3
1438,KRTAP27-1
1439,EBNA1BP2
1440,ZCWPW1
1441,CNOT10
1442,OR8B12
1443,ZNF280D
1444,ATG9A
1445,IRGQ
1446,KIF20A
1447,PEG10
1448,RNF208
1449,PPP2R5E
1450,ATP1B1
1451,FGFR4
1452,ZHX2
1453,OLFML3
1454,ACVR1B
1455,PCYOX1L
1456,TRDMT1
1457,GNG5
1458,IFRD2
1459,MED10
1460,UBL3
1461,SIRT1
1462,KCNK16
1463,DIPK1A
1464,POLB
1465,SLC27A4
1466,THRB
1467,NUDCD3
1468,SGTB
1469,PLK2
1470,PTH2
1471,ZNF189
1472,RHBDF1
1473,DNAJC22
1474,XBP1
1475,DDX25
1476,MAP7
1477,CBR3
1478,ZNF329
1479,SMAD3
1480,COX5B
1481,PEX11A
1482,LPXN
1483,CNDP2
1484,NPFFR2
1485,FOXO3
1486,SAR1A
1487,ARHGEF4
1488,A2M
1489,MFSD10
1490,FBXL3
1491,GADD45A
1492,RAB40B
1493,RAB27A
1494,PTEN
1495,CAMSAP2
1496,KCNT2
1497,DMXL2
1498,RBP2
1499,SHC2
1500,PDE3B
1501,RAB7A
1502,SNX20
1503,PAK1
1504,CAMP
1505,RPL39L
1506,TIMP2
1507,AKT1S1
1508,GTPBP1
1509,WBP11
1510,RNF25
1511,ENOSF1
1512,TMEM38B
1513,UBE2L3
1514,MS4A6E
1515,ZNF131
1516,PIK3C2B
1517,NEUROD2
1518,MGAT1
1519,CAPN10
1520,IGFBP5
1521,MROH9
1522,CRIP3
1523,CDC45
1524,TARBP1
1525,SLC24A3
1526,TPD52L2
1527,NACC1
1528,FBXO41
1529,MRPL18
1530,TMEM8B
1531,CASR
1532,RNPS1
1533,NDUFB2
1534,NCK2
1535,THOP1
1536,RALY
1537,XRCC3
1538,NCOA2
1539,VAT1
1540,CLYBL
1541,PRR15L
1542,EME1
1543,RTN4IP1
1544,EVL
1545,APLP2
1546,GNAI2
1547,FBXO33
1548,CDKN1B
1549,STAP2
1550,GFPT1
1551,CELF4
1552,ACTR3B
1553,UQCRH
1554,TM9SF2
1555,TMEM255B
1556,NELL2
1557,ANKRD44
1558,ITFG1
1559,EEF2K
1560,RPA2
1561,CORO1A
1562,KIF2C
1563,CEP152
1564,NOLC1
1565,GMNN
1566,UFC1
1567,SEMA6C
1568,PIK3R4
1569,SLC39A8
1570,MMP2
1571,S100A7L2
1572,FSCN3
1573,GARRE1
1574,CEBPD
1575,DUSP11
1576,SH3D21
1577,NPBWR2
1578,HOOK2
1579,CLSTN1
1580,PHOSPHO1
1581,LRRTM1
1582,CRK
1583,NTHL1
1584,GEMIN5
1585,KHDC3L
1586,SESN2
1587,BANF2
1588,ETFDH
1589,FAHD1
1590,PLAGL1
1591,CCND3
1592,CRYZ
1593,ARHGAP1
1594,IKBKE
1595,SNRNP35
1596,ARNT
1597,RNF32
1598,JAK1
1599,LBR
1600,GHR
1601,NAT2
1602,BLMH
1603,SLC35F1
1604,CELSR3
1605,LYPD6
1606,TRIAP1
1607,KALRN
1608,MPZL1
1609,FPGS
1610,EIF2S1
1611,THADA
1612,LGMN
1613,LORICRIN
1614,CDK5
1615,EGF
1616,SMURF2
1617,HSPA8
1618,TCERG1
1619,DHODH
1620,FKBP14
1621,SNX6
1622,MET
1623,POLR3G
1624,SNX7
1625,SCAMP2
1626,SDHA
1627,CCDC62
1628,SHC1
1629,GFOD1
1630,COPZ2
1631,GSTZ1
1632,NLRP5
1633,ZWILCH
1634,CRBN
1635,HMOX2
1636,URB2
1637,NUDT17
1638,EPHB4
1639,CAPG
1640,DSG2
1641,R3HDML
1642,TMEM106A
1643,PAPLN
1644,LIPA
1645,SLC46A2
1646,HDAC11
1647,MIXL1
1648,MICALL1
1649,TXLNA
1650,ARHGEF33
1651,DMTF1
1652,CDC20
1653,IQGAP1
1654,CDC25B
1655,PSMF1
1656,RSBN1
1657,RSRC1
1658,PARP2
1659,NEUROG1
1660,MRPL36
1661,GNAS
1662,PCCB
1663,FLG
1664,S100A13
1665,MMEL1
1666,MAF
1667,CARD6
1668,HOMER2
1669,NUDT1
1670,ETFB
1671,RALA
1672,PIK3AP1
1673,TNFRSF8
1674,TUBD1
1675,DCTN5
1676,OR2J3
1677,ADAM10
1678,RELN
1679,PARP9
1680,IVD
1681,RPIA
1682,SRSF6
1683,CRYBB1
1684,ARFIP2
1685,GOLT1B
1686,TEX30
1687,DENND1B
1688,KPNB1
1689,E2F2
1690,ATXN7L3
1691,ELMOD2
1692,GFUS
1693,TOR2A
1694,G6PC3
1695,TFF3
