,Symbol
1696,OSBPL5
1697,FRMD6
1698,UBXN7
1699,PAF1
1700,SLC25A1
1701,NYAP2
1702,RXRA
1703,ADRA1D
1704,ARHGAP9
1705,TRIB1
1706,DLX3
1707,RGMB
1708,RBP4
1709,SGCB
1710,NES
1711,GUK1
1712,DTL
1713,QARS1
1714,HEATR1
1715,IQGAP2
1716,MFSD3
1717,HERPUD1
1718,ZNHIT6
1719,FAM163A
1720,CDCA4
1721,ZMYM2
1722,ADAMTSL1
1723,LIG1
1724,CLPS
1725,HCAR1
1726,APEX1
1727,DDIT4
1728,PDLIM1
1729,DDX42
1730,CORO1B
1731,TKT
1732,ACSL3
1733,ETV1
1734,PCNA
1735,PSMB5
1736,APOBEC1
1737,SERTAD1
1738,NKIRAS1
1739,NLRC4
1740,SAMD4B
1741,AKT3
1742,PDCD11
1743,IL2RA
1744,DEFB118
1745,BLTP2
1746,CDS2
1747,MAT2A
1748,FAM110A
1749,BBS4
1750,PAN2
1751,IFIT1
1752,TMEM235
1753,HAND2
1754,ST6GAL1
1755,SYT8
1756,SYMPK
1757,NOSIP
1758,INPP4B
1759,GNA15
1760,FSTL1
1761,RAB6B
1762,ABCB4
1763,GABRB1
1764,MAPK7
1765,MIA2
1766,ICAM3
1767,NUDT9
1768,ALOX12B
1769,ABHD4
1770,ROR1
1771,CYP1A2
1772,GABARAPL2
1773,BRD10
1774,TNKS
1775,DNAJB8
1776,PKD1
1777,TSEN2
1778,PAK1IP1
1779,ASB2
1780,EPHB2
1781,TARS3
1782,MME
1783,PACSIN3
1784,NRSN1
1785,ZBTB7C
1786,STK11
1787,EDNRA
1788,PIM1
1789,CTU1
1790,PLEKHM1
1791,HS2ST1
1792,SLC22A8
1793,BMP2K
1794,FSCB
1795,CYTL1
1796,HIVEP1
1797,WFDC10A
1798,GRIP1
1799,LMTK3
1800,CXCL6
1801,RIPK1
1802,RRS1
1803,LONP2
1804,KRTAP5-6
1805,PDE7A
1806,CDC7
1807,SMARCD2
1808,SLC8A1
1809,LIMS1
1810,ELOVL7
1811,VPS28
1812,MFAP5
1813,PNPLA6
1814,MYBPHL
1815,GNA13
1816,CLEC4D
1817,ZDHHC2
1818,ENTPD8
1819,DUSP3
1820,CERK
1821,FUT1
1822,LANCL1
1823,ANKRD10
1824,MGMT
1825,GH2
1826,IGFL1
1827,NAB1
1828,NDUFAF2
1829,NUP133
1830,IGHMBP2
1831,SERTAD2
1832,METTL3
1833,CYP27C1
1834,ATP6V0B
1835,ANKRD40
1836,S100A16
1837,LY6H
1838,HS6ST3
1839,IFIH1
1840,CEL
1841,KCTD13
1842,LRRC1
1843,ARHGAP25
1844,DYNLT4
1845,ALLC
1846,ZNF530
1847,CCDC116
1848,MADD
1849,TBX2
1850,ERI1
1851,DDX1
1852,GPBP1L1
1853,DNER
1854,FSD1
1855,CLMN
1856,ENTPD2
1857,MACF1
1858,MTX3
1859,EHD3
1860,BPHL
1861,SYCN
1862,AKR7A2
1863,PRRX2
1864,ZNF330
1865,ZNF473
1866,PPOX
1867,MUC13
1868,GLOD4
1869,HDC
1870,GRPEL1
1871,CDKN2AIPNL
1872,CHST14
1873,CYB5B
1874,F12
1875,RAB11FIP2
1876,UQCR11
1877,IPO7
1878,ZDHHC13
1879,SDHB
1880,COG2
1881,MESP2
1882,ID2
1883,SPTAN1
1884,FAM3D
1885,GALR2
1886,MYBPC2
1887,GEMIN7
1888,TESC
1889,ZNF426
1890,SMARCA2
1891,PRKRIP1
1892,KCNB1
1893,PYGB
1894,AGRN
1895,PTPN12
1896,NR3C1
1897,TRIM13
1898,AK7
1899,MED19
1900,NTRK1
1901,LRRC66
1902,HHLA2
1903,DNASE2B
1904,DIXDC1
1905,RIC3
1906,AAAS
1907,NEU1
1908,AMFR
1909,HIPK2
1910,RBM45
1911,PAQR9
1912,FANCM
1913,NUP153
1914,SNX17
1915,MPEG1
1916,LIN28B
1917,SGK3
1918,HPSE2
1919,MT1H
1920,WDR7
1921,ZNF345
1922,MMS22L
1923,DDB2
1924,CER1
1925,VPS41
1926,NCALD
1927,ORMDL1
1928,ZNF462
1929,NRXN2
1930,ZKSCAN3
1931,TYMS
1932,CDK5R1
1933,OXSR1
1934,ZNF620
1935,PRR4
1936,SLC16A1
1937,TLCD3A
1938,CIMAP1D
1939,IGSF21
1940,NFKBIE
1941,GALNT8
1942,SLC6A13
1943,GABRG3
1944,NANOGNB
1945,S1PR1
1946,ARHGEF2
1947,KRT84
1948,RSPH3
1949,SLC25A36
1950,TFAP4
1951,CCDC102A
1952,C9
1953,MYOG
1954,APCDD1
1955,HIF3A
1956,ATF6
1957,RTP4
1958,FBN2
1959,STON2
1960,CSF2RB
1961,HAS1
1962,ZC2HC1C
1963,GJC2
1964,SMNDC1
1965,MYBL1
1966,CLTB
1967,PPP1CB
1968,ABCC4
1969,PYY
1970,HDAC2
1971,TTC19
1972,PSIP1
1973,PALB2
1974,PPP1R3G
1975,NCOA3
1976,PBX1
1977,CAMK1G
1978,USP14
1979,CHRNB1
1980,TPM1
1981,ROCK1
1982,MBOAT7
1983,POR
1984,GATA2
1985,ELAVL1
1986,DCBLD1
1987,CA12
1988,ZNF274
1989,DCUN1D4
1990,PELP1
1991,RABEP2
1992,LMO1
1993,FCHO1
1994,ROM1
1995,OR10Z1
1996,GPR45
1997,ZBTB46
1998,ATP2C1
1999,EFCAB14
2000,DNAJA3
2001,SYT11
2002,ACTA1
2003,ZMIZ1
2004,TERF2IP
2005,TRIB3
2006,CPSF4
2007,STK25
2008,CRTAM
2009,BAG3
2010,CYP2A13
2011,TLR4
2012,RHOH
2013,ATP6V0A1
2014,STK10
2015,MRPL40
2016,PRKCQ
2017,DUSP22
2018,NISCH
2019,TENM2
2020,CDC25A
2021,THAP11
2022,CDYL
2023,SAMD9
2024,BCL2L12
2025,ACVR1C
2026,CDK6
2027,GCLC
2028,SLC11A2
2029,NTRK2
2030,SYNGR2
2031,SDC4
2032,DRAP1
2033,TMEM132A
2034,GRIA4
2035,CDK5R2
2036,FREM1
2037,GABRB2
2038,SLC1A4
2039,NDUFA3
2040,PHLDA1
2041,ATG5
2042,PENK
2043,CDC42
2044,FTMT
2045,KRAS
2046,PAX2
2047,PHGDH
2048,ZNF589
2049,MPP4
2050,SNRPD1
2051,HAL
2052,TIMELESS
2053,NRG3
2054,DHX9
2055,TEX19
2056,RBM6
2057,ZBTB20
2058,RAP1A
2059,FOS
2060,WDR77
2061,LIMK1
2062,SLC29A2
2063,RRP12
2064,MS4A5
2065,ATP6V1C2
2066,TRAPPC6A
2067,WDR1
2068,PIK3R3
2069,RARA
2070,BHMT
2071,GALE
2072,SLC22A7
2073,SWAP70
2074,CXCR4
2075,TSKU
2076,TMCO1
2077,KCNG4
2078,PLK3
2079,AGTPBP1
2080,DSPP
2081,KIAA0753
2082,ARVCF
2083,PDGFRB
2084,COG7
2085,GET1
2086,COX5A
2087,CMPK1
2088,CNOT2
2089,CSDE1
2090,STC1
2091,RELB
2092,OR51E1
2093,CEACAM19
2094,MTOR
2095,CHMP5
2096,KLK2
2097,ARL4C
2098,PRRC2B
2099,ZNF347
2100,PSMB7
2101,SLC16A3
2102,FBXL12
2103,SMC4
2104,SWT1
2105,FBXO34
2106,ANO10
2107,ZNF35
2108,HS3ST5
2109,SYNM
2110,MAP4K4
2111,ABTB1
2112,AXIN1
2113,GATAD1
2114,GADD45B
2115,SCAP
2116,SNX13
2117,RAC1
2118,CCDC102B
2119,CSHL1
2120,ERCC1
2121,FAM151B
2122,KCND3
2123,TMEM198
2124,GNA11
2125,CD40
2126,HKDC1
2127,TMEM106B
2128,BARD1
2129,FUCA2
2130,SULF1
2131,ZKSCAN5
2132,CYP2S1
2133,HYOU1
2134,PFN3
2135,SMARCA4
2136,SMU1
2137,MAP2K2
2138,RNF207
2139,IDUA
2140,PWP1
2141,KANSL1L
2142,MYC
2143,GLRX
2144,KIT
2145,CCL28
2146,PLCXD3
2147,LEFTY1
2148,POLDIP3
2149,RAB42
2150,PCDHB15
2151,F11R
2152,MAP4K2
2153,STXBP2
2154,NRL
2155,NR4A2
2156,EFTUD2
2157,RRP1B
2158,ZHX3
2159,CCDC86
2160,MRPS16
2161,ATG16L1
2162,RFPL2
2163,JMJD6
2164,SRSF1
2165,LAP3
2166,SMARCC1
2167,SDC1
2168,KTN1
2169,CCNH
2170,CREB1
2171,CAB39
2172,EIF4EBP1
2173,RAI14
2174,SYNGR3
2175,GLS2
2176,MED29
2177,BIRC2
2178,ATXN7L3B
2179,H2AZ2
2180,KRTAP6-2
2181,EFCC1
2182,ASPH
2183,ARHGEF18
2184,NMNAT3
2185,ATAD2
2186,HLA-DRB5
2187,PRLR
2188,COL1A1
2189,CPEB2
2190,TSPAN9
2191,SERPINA6
2192,PRKDC
2193,RHOA
2194,FZD7
2195,GRB14
2196,COASY
2197,HABP2
2198,PSME1
2199,NOP10
2200,FDFT1
2201,SEMA4F
2202,MYH4
2203,KCNK18
2204,IL4R
2205,SIRT3
2206,TRAP1
2207,DIPK1C
2208,VGLL4
2209,ST3GAL6
2210,PRKCA
2211,NFKBIA
2212,LTBP3
2213,MRPL23
2214,RALGDS
2215,XPO7
2216,SIGLEC6
2217,OR51V1
2218,MOXD1
2219,ZNF789
2220,FBXO47
2221,MIEN1
2222,SHH
2223,PTPRC
2224,SAMD15
2225,ERGIC1
2226,ZNF736
2227,SOX15
2228,MYOZ3
2229,DYSF
2230,SLC2A1
2231,METAP2
2232,LAYN
2233,SEC24C
2234,MLEC
2235,FANCF
2236,BNIP3
2237,CCP110
2238,COPS7A
2239,RAB11FIP3
2240,CDK1
2241,TSN
2242,TP53INP2
2243,STAB2
2244,ODF4
2245,ARID5B
2246,SRSF7
2247,MAU2
2248,SPAG7
2249,RRP8
2250,OR13A1
2251,ZBTB9
2252,EPN2
2253,SLC30A5
2254,USP45
2255,TAF4B
2256,TOPBP1
2257,STK4
2258,YWHAZ
2259,CYB561
2260,SORBS3
2261,TBX19
2262,HEPACAM
2263,WIPF2
2264,CPPED1
2265,JAK3
2266,CD320
2267,PTPN6
2268,SLC25A32
2269,TRIM66
2270,ZFP36
2271,MEX3B
2272,CHST4
2273,FRZB
2274,WDR70
2275,KCNN3
2276,ITK
2277,TM7SF3
2278,RNF168
2279,CRY2
2280,CCDC170
2281,PRMT5
2282,POU4F1
2283,ACTR1A
2284,NPC1
2285,PGM1
2286,INCENP
2287,PIN1
2288,MAPKAPK5
2289,ZNF471
2290,CDH9
2291,RDH12
2292,MANBAL
2293,GABPB1
2294,POLR2I
2295,ZNF3
2296,PIAS1
2297,GPR63
2298,AMER2
2299,NFKBIB
2300,NEFH
2301,GATA5
2302,ABCB5
2303,HTRA1
2304,ADA
2305,NELL1
2306,RUNDC3A
2307,QSOX1
2308,ZNF415
2309,LGR4
2310,CHAC1
2311,SEC31B
2312,CDK2
2313,LTK
2314,MAPK14
2315,EIF2AK3
2316,TIAM2
2317,NUCB2
2318,AURKB
2319,OPRK1
2320,MARCHF3
2321,IL26
2322,AFAP1L1
2323,OR2T1
2324,SORCS2
2325,RASD2
2326,CCN4
2327,GBP2
2328,TENT4A
2329,UBQLN4
2330,MEGF11
2331,IFNAR1
2332,MDFIC
2333,FAM118A
2334,ENOPH1
2335,POLE
2336,TTPAL
2337,NUSAP1
2338,ELAC2
2339,NEUROD4
2340,PRKCD
2341,NR1H3
2342,KCNH7
2343,MESP1
2344,RIN2
2345,PGAM2
2346,SERPINB1
2347,RGS9
2348,SLC15A3
2349,UBE3A
2350,DOCK8
2351,CCDC34
2352,TNFSF11
2353,GCKR
2354,FCRL4
2355,TMEM179B
2356,CEBPZ
2357,ZNF92
2358,SLC24A2
2359,POLG
2360,ACVR2B
2361,ANXA4
2362,MYBPC1
2363,SLC23A2
2364,CP
2365,DLK2
2366,EDEM1
2367,ANGEL2
2368,CD2BP2
2369,DHTKD1
2370,FYN
2371,MUC1
2372,EID2
2373,HNRNPA3
2374,MRPL9
2375,INCA1
2376,DNMT3A
2377,ATG3
2378,IGF2BP2
2379,SLC10A6
2380,TG
2381,TMPRSS9
2382,KAT6B
2383,SUPV3L1
2384,HOXA11
2385,PRKAA1
2386,OR51S1
2387,GDNF
2388,FAIM2
2389,SPRTN
2390,RPS18
2391,DDX18
2392,PARPBP
2393,CDH3
2394,TOR1A
2395,PLA2G1B
2396,SFN
2397,NGFR
2398,LLGL2
2399,DAG1
2400,ZNF135
2401,IFT172
2402,B4GALT4
2403,LSM6
2404,BECN1
2405,NUAK2
2406,DHX32
2407,ITIH3
2408,RND2
2409,TGFB1
2410,NOTCH1
2411,EBAG9
2412,REEP5
2413,KDM5B
2414,GPR39
2415,FAM114A2
2416,KLF10
2417,TEX10
2418,MPC2
2419,ZNF404
2420,DCTD
2421,SYNE2
2422,ZNF502
2423,FLRT1
2424,ERMN
2425,NUP88
2426,PDE4B
2427,SSH1
2428,FAM204A
2429,MAP1A
2430,C5
2431,PPARG
2432,HELB
2433,CALM3
2434,POP4
2435,CARD11
2436,DENND4B
2437,UBE2J1
2438,VSTM1
2439,FASLG
2440,ASRGL1
2441,LCE3C
2442,MORC2
2443,ZNF284
2444,ADAM2
2445,FAM216B
2446,ARHGAP32
2447,EMC7
2448,RPS6KA1
2449,SLC38A11
2450,MYBL2
2451,CASC3
2452,MAGI1
2453,RAP1GAP
2454,ARSI
2455,EFCAB5
2456,CD300A
2457,SPA17
2458,NPHP3
2459,HAT1
2460,TLL2
2461,MPZL3
2462,PEPD
2463,KCTD6
2464,ATP2A2
2465,KIF11
2466,CBR1
2467,NTF3
2468,ATMIN
2469,ATOH8
2470,STIM1
2471,FYCO1
2472,ABCC5
2473,PRPF4
2474,FOXJ3
2475,MEPE
2476,GIMAP6
2477,NIT1
2478,RBM43
2479,ASCC3
2480,FJX1
2481,STMN1
2482,TNIP1
2483,PHF12
2484,CHN2
2485,FUCA1
2486,MEST
2487,TBX20
2488,TNNI3
2489,NUAK1
2490,SLC36A1
2491,ACP5
2492,GDA
2493,ILK
2494,BLCAP
2495,FOXN2
2496,GLIS2
2497,NMT1
2498,GTPBP8
2499,STK11IP
2500,NEBL
2501,TIMM9
2502,DAPK3
2503,GSR
2504,PAFAH1B3
2505,KPNA4
2506,POLR2K
2507,CRCP
2508,RPN1
2509,FAT1
2510,LRRC40
2511,FIS1
2512,USP6NL
2513,EBF2
2514,DGAT1
2515,ZFC3H1
2516,MCM3
2517,TTC39C
2518,FGFR1
2519,YME1L1
2520,LETM1
2521,CCDC73
2522,STRA8
2523,PPP2R2D
2524,WNT5A
2525,PSCA
2526,HDAC3
2527,SMTNL2
2528,KLF12
2529,DEFA5
2530,RNMT
2531,ZNF414
2532,TOP1
2533,ADAT1
2534,BCLAF1
2535,TTBK1
2536,ARHGDIB
2537,LDHAL6B
2538,TRPV4
2539,SNCA
2540,ITGB5
2541,HDAC9
2542,PRSS23
2543,CHMP2B
2544,NR2C2
2545,FAH
2546,HINT2
2547,GSDMB
2548,SF3A1
2549,TPRX1
2550,BUB1
2551,RAB33B
2552,ZP1
2553,SOX8
2554,SOCS2
2555,FGFBP3
2556,ITGB2
2557,RGS2
2558,JUN
2559,HK1
2560,SUV39H2
2561,ZBTB43
2562,NFIL3
2563,PHKB
2564,APP
2565,DVL2
2566,SPATA32
2567,FAM111B
2568,ACRV1
2569,L3MBTL3
2570,ZNF490
2571,SLC25A37
2572,NFKB2
2573,GJB4
2574,ACSM2A
2575,PHOX2A
2576,MAP3K8
2577,DUSP14
2578,OXA1L
2579,ELL2
2580,UCHL5
2581,SAMD5
2582,AARS1
2583,KCNG1
2584,SLC22A5
2585,DENND2A
2586,PLCH2
2587,SEMA3D
2588,RIMS4
2589,AXDND1
2590,HIVEP2
2591,CLIC4
2592,SPEN
2593,IAPP
2594,EAPP
2595,CAPN1
2596,RPRD1B
2597,CCNB1
2598,PTGDR2
2599,BRD3
2600,LRRC55
2601,PIM3
2602,AFG2B
2603,CAT
2604,PLXNA2
2605,GAA
2606,BRD9
2607,IGSF9B
2608,TFCP2L1
2609,CEACAM4
2610,GJA4
2611,SACM1L
2612,USP16
2613,CREBBP
2614,ADCY3
2615,UBR2
2616,UBE2C
2617,CASP2
2618,SMCR8
2619,GTF2F2
2620,CHMP1A
2621,ACD
2622,DFFB
2623,UBR7
2624,NEXN
2625,PLG
2626,HSPD1
2627,DDX10
2628,FAM135B
2629,DDX31
2630,BEND4
2631,FNTA
2632,ACLY
2633,TCTN1
2634,MIER1
2635,AKR1E2
2636,PTPRF
2637,CEP350
2638,OSBPL3
2639,PDK1
2640,GDE1
2641,CRTAP
2642,DOT1L
2643,ATP10A
2644,SLC27A3
2645,FARP2
2646,CSNK1A1L
2647,PIGM
2648,RNH1
2649,EPRS1
2650,FLT3
2651,EEIG2
2652,NUMBL
2653,SDCCAG8
2654,ACBD5
2655,NOS3
2656,USP22
2657,FXN
2658,IDI1
2659,PEX2
2660,DHDDS
2661,MFAP3L
2662,VWDE
2663,SLC29A3
2664,RRAGA
2665,GPR137
2666,PDGFA
2667,CLECL1P
2668,TLCD3B
2669,KDR
2670,CCDC122
2671,GFOD2
2672,AKAP8L
2673,PLA2G4A
2674,PRMT6
2675,MELK
2676,RFNG
2677,GGH
2678,VEZF1
2679,GPRC5C
2680,SLC25A30
2681,REC8
2682,MKNK2
2683,RANBP3
2684,CEP57
2685,BCL2L1
2686,HCLS1
2687,CHST1
2688,SLC16A7
2689,WASF3
2690,IPO13
2691,VENTX
2692,MMP1
2693,ACADVL
2694,ST7
2695,TTK
2696,IFT57
2697,LAMA3
2698,FLT1
2699,TJP1
2700,PLCB3
2701,SSTR1
2702,BACE2
2703,PPP1R13B
2704,SSRP1
2705,KLHL21
2706,BRD8
2707,SH2B3
2708,CLEC4E
2709,AKT1
2710,CAD
2711,ARID4B
2712,CHD9
2713,PTPRS
2714,ETV3
2715,LYRM1
2716,TEKT1
2717,TCP10L3
2718,PUF60
2719,GFPT2
2720,F3
2721,SPO11
2722,TSPAN19
2723,MAPK1IP1L
2724,RD3
2725,CXCL2
2726,SREBF1
2727,POC5
2728,CHMP6
2729,ACTRT2
2730,SERINC5
2731,NVL
2732,WDR27
2733,IMP3
2734,BLTP3B
