,Symbol
205,ALDH7A1
206,APMAP
207,SDHA
208,SCAMP2
209,MBNL1
210,TRUB1
211,HMOX2
212,SCRN1
213,DSG2
214,IGF2R
215,NUCB2
216,AURKB
217,SQSTM1
218,TXLNA
219,IDH2
220,NDUFB1
221,IQGAP1
222,UBQLN4
223,PSMF1
224,BLVRA
225,NIPSNAP1
226,ENOPH1
227,POLR1C
228,NUSAP1
229,ELAC2
230,CCT5
231,CISD1
232,GNAS
233,PCCB
234,S100A13
235,ADH5
236,NUDT1
237,CELF1
238,ETFB
239,YKT6
240,CDKN2AIP
241,RALA
242,ADAM10
243,GSTP1
244,IVD
245,TRA2B
246,SRSF6
247,CALR
248,KPNB1
249,CEBPZ
250,STX4
251,YWHAQ
252,ANXA4
253,PAF1
254,SLC25A1
255,ARF4
256,CASP3
257,CD2BP2
258,TXNRD1
259,GUK1
260,SCP2
261,HEATR1
262,COPB2
263,HNRNPA3
264,MRPL9
265,ATG3
266,IGF2BP2
267,PDS5A
268,CPNE3
269,SUPV3L1
270,PRKAA1
271,LIG1
272,APEX1
273,PAFAH1B1
274,NUDT5
275,RPS18
276,PAICS
277,DDX18
278,DDX42
279,RPP25L
280,PDLIM1
281,CORO1B
282,SFN
283,NUP107
284,DAG1
285,AP2A1
286,EMC10
287,SUPT16H
288,ACSL3
289,UBTF
290,TOP2A
291,PPIA
292,PCNA
293,UBQLN1
294,PSMB5
295,LSM6
296,TRAPPC3
297,NDUFA10
298,PDCD11
299,SUGT1
300,ABCF1
301,MYO18A
302,EBAG9
303,NCOR2
304,MAT2A
305,REEP5
306,CSNK1A1
307,MSH2
308,WDR74
309,SYMPK
310,NOSIP
311,SYNE2
312,NPLOC4
313,NUP88
314,PDP1
315,MRPL46
316,NLE1
317,AKAP12
318,PCK2
319,RPS6
320,MAPK3
321,EMC7
322,NENF
323,NCSTN
324,LSG1
325,HAT1
326,EXOSC4
327,HSP90AA1
328,RRS1
329,RING1
330,CSTB
331,PEPD
332,DLD
333,PTK2
334,SMARCD2
335,ATP2A2
336,KIF11
337,CBR1
338,STIM1
339,MAN2B1
340,GNA13
341,DLST
342,PRPF4
343,DUSP3
344,SUZ12
345,TEX264
346,NIT1
347,ACAT2
348,STMN1
349,XPNPEP1
350,DNMT1
351,PRDX6
352,NDUFAF2
353,NNT
354,ZC3HAV1
355,NUP133
356,MSH6
357,RABL3
358,ILK
359,NMT1
360,TIMM9
361,GSR
362,WDR5
363,PAFAH1B3
364,KPNA4
365,RPN1
366,HSPA4
367,LRRC40
368,FIS1
369,DDX1
370,PDIA5
371,SCCPDH
372,GAPDH
373,MCM3
374,YME1L1
375,LETM1
376,ME2
377,NPM1
378,RNMT
379,TOP1
380,AKR7A2
381,EHMT1
382,SLC25A13
383,GLOD4
384,BZW2
385,GRPEL1
386,ITGB5
387,CHMP2B
388,CYB5B
389,HINT2
390,ACAA1
391,IPO7
392,PNP
393,SF3A1
394,SDHB
395,RPN2
396,SMC3
397,PPIL1
398,STXBP1
399,RAB33B
400,SUGP2
401,MTHFD2
402,PYGB
403,HK1
404,DNAJC2
405,AKAP8
406,PUS1
407,PDCD6
408,AAAS
409,AMFR
410,MRPL19
411,RFC5
412,CRKL
413,OXA1L
414,UCHL5
415,ARFGAP1
416,TMEM109
417,PCMT1
418,TOMM34
419,PLS1
420,SURF6
421,OXSR1
422,NUP85
423,CLIC4
424,SLC16A1
425,SPEN
426,MAT2B
427,P4HA2
428,AARS2
429,MRTO4
430,TACO1
431,CAPN1
432,RPRD1B
433,DFFA
434,ARHGEF2
435,TMED10
436,SMARCB1
437,DDX6
438,CAT
439,GAA
440,SMNDC1
441,RFC2
442,APOE
443,CLTB
444,SACM1L
445,PPP1CB
446,TOR1AIP1
447,HDAC2
448,PSIP1
449,GTF2F2
450,CHMP1A
451,IARS2
452,UBR7
453,RAE1
454,LRPAP1
455,HSPD1
456,RPA1
457,DDX10
458,SRP54
459,DAXX
460,USP14
461,NTMT1
462,TPM1
463,POR
464,ELAVL1
465,ACLY
466,HMGCS1
467,ATP6V1C1
468,PTPRF
469,PELP1
470,EHMT2
471,CRTAP
472,CREG1
473,DNAJA3
474,TERF2IP
475,CPSF4
476,HSPA5
477,RNH1
478,BAG3
479,ASCC2
480,ATP6V0A1
481,MRPL40
482,SLTM
483,FXN
484,IDI1
485,REPS1
486,ASNS
487,STAT1
488,CD44
489,AKAP8L
490,DHRS7
491,CLTC
492,GGH
493,TUBB
494,DRAP1
495,IMPA1
496,PPA2
497,ALDOA
498,KDM2A
499,RANBP3
500,PIH1D1
501,CLPX
502,ACBD3
503,UGDH
504,APRT
505,CDC42
506,HADH
507,PHGDH
508,TUBB6
509,TJP1
510,MRPL22
511,CSK
512,TM9SF3
513,PLCB3
514,SNRPD1
515,SLC7A1
516,SSRP1
517,DHX9
518,RBM6
519,HSP90AB1
520,RAP1A
521,CAD
522,WDR77
523,RRP12
524,RALB
525,PUF60
526,IDH1
527,RPS5
528,WDR1
529,GLS
530,PKN1
531,PSPH
532,CHMP6
533,NVL
534,IMP3
535,TMCO1
