,Symbol
1695,TIMELESS
1696,DHX9
1697,RBM6
1698,ZBTB20
1699,RAP1A
1700,FOS
1701,WDR77
1702,LIMK1
1703,RRP12
1704,ATP6V1C2
1705,TRAPPC6A
1706,WDR1
1707,PIK3R3
1708,RARA
1709,GALE
1710,SWAP70
1711,CXCR4
1712,TSKU
1713,TMCO1
1714,PLK3
1715,AGTPBP1
1716,KIAA0753
1717,ARVCF
1718,PDGFRB
1719,COG7
1720,GET1
1721,COX5A
1722,CMPK1
1723,CNOT2
1724,CSDE1
1725,RELB
1726,CEACAM19
1727,MTOR
1728,CHMP5
1729,KLK2
1730,ARL4C
1731,PRRC2B
1732,ZNF347
1733,PSMB7
1734,SLC16A3
1735,FBXL12
1736,SMC4
1737,SWT1
1738,FBXO34
1739,ANO10
1740,ZNF35
1741,HS3ST5
1742,SYNM
1743,MAP4K4
1744,ABTB1
1745,AXIN1
1746,GATAD1
1747,GADD45B
1748,SCAP
1749,SNX13
1750,RAC1
1751,CCDC102B
1752,ERCC1
1753,FAM151B
1754,KCND3
1755,TMEM198
1756,GNA11
1757,CD40
1758,HKDC1
1759,TMEM106B
1760,BARD1
1761,FUCA2
1762,CYP2S1
1763,ZKSCAN5
1764,HYOU1
1765,SMARCA4
1766,SMU1
1767,MAP2K2
1768,RNF207
1769,IDUA
1770,PWP1
1771,KANSL1L
1772,MYC
1773,GLRX
1774,KIT
1775,CCL28
1776,POLDIP3
1777,PCDHB15
1778,F11R
1779,MAP4K2
1780,STXBP2
1781,NR4A2
1782,EFTUD2
1783,RRP1B
1784,ZHX3
1785,CCDC86
1786,ATG16L1
1787,RFPL2
1788,JMJD6
1789,SRSF1
1790,LAP3
1791,SMARCC1
1792,SDC1
1793,KTN1
1794,CCNH
1795,CREB1
1796,CAB39
1797,EIF4EBP1
1798,RAI14
1799,SYNGR3
1800,GLS2
1801,BIRC2
1802,ATXN7L3B
1803,H2AZ2
1804,EFCC1
1805,ASPH
1806,ARHGEF18
1807,NMNAT3
1808,ATAD2
1809,PRLR
1810,COL1A1
1811,CPEB2
1812,TSPAN9
1813,PRKDC
1814,RHOA
1815,FZD7
1816,COASY
1817,PSME1
1818,NOP10
1819,FDFT1
1820,SEMA4F
1821,IL4R
1822,SIRT3
1823,TRAP1
1824,VGLL4
1825,ST3GAL6
1826,PRKCA
1827,NFKBIA
1828,LTBP3
1829,MRPL23
1830,RALGDS
1831,XPO7
1832,MOXD1
1833,ZNF789
1834,MIEN1
1835,SHH
1836,PTPRC
1837,SAMD15
1838,ERGIC1
1839,ZNF736
1840,SOX15
1841,MYOZ3
1842,DYSF
1843,SLC2A1
1844,METAP2
1845,LAYN
1846,SEC24C
1847,MLEC
1848,BNIP3
1849,CCP110
1850,COPS7A
1851,RAB11FIP3
1852,CDK1
1853,TSN
1854,TP53INP2
1855,STAB2
1856,ARID5B
1857,SRSF7
1858,MAU2
1859,SPAG7
1860,RRP8
1861,EPN2
1862,ZBTB9
1863,SLC30A5
1864,TAF4B
1865,TOPBP1
1866,STK4
1867,YWHAZ
1868,CYB561
1869,SORBS3
1870,WIPF2
1871,CPPED1
1872,JAK3
1873,CD320
1874,PTPN6
1875,SLC25A32
1876,TRIM66
1877,ZFP36
1878,MEX3B
1879,FRZB
1880,WDR70
1881,KCNN3
1882,ITK
1883,TM7SF3
1884,RNF168
1885,CRY2
1886,CCDC170
1887,PRMT5
1888,POU4F1
1889,ACTR1A
1890,NPC1
1891,PGM1
1892,INCENP
1893,PIN1
1894,MAPKAPK5
1895,ZNF471
1896,CDH9
1897,MANBAL
1898,GABPB1
1899,POLR2I
1900,ZNF3
1901,PIAS1
1902,GPR63
1903,NFKBIB
1904,NEFH
1905,GATA5
1906,HTRA1
1907,ADA
1908,QSOX1
1909,ZNF415
1910,LGR4
1911,CHAC1
1912,SEC31B
1913,CDK2
1914,LTK
1915,MAPK14
1916,EIF2AK3
1917,TIAM2
1918,NUCB2
1919,AURKB
1920,MARCHF3
1921,SORCS2
1922,RASD2
1923,GBP2
1924,TENT4A
1925,UBQLN4
1926,IFNAR1
1927,FAM118A
1928,ENOPH1
1929,POLE
1930,TTPAL
1931,NUSAP1
1932,ELAC2
1933,PRKCD
1934,NR1H3
1935,MESP1
1936,RIN2
1937,SERPINB1
1938,RGS9
1939,SLC15A3
1940,UBE3A
1941,DOCK8
1942,CCDC34
1943,TNFSF11
1944,TMEM179B
1945,CEBPZ
1946,ZNF92
1947,POLG
1948,ACVR2B
1949,ANXA4
1950,SLC23A2
1951,CP
1952,EDEM1
1953,ANGEL2
1954,CD2BP2
1955,DHTKD1
1956,FYN
1957,MUC1
1958,EID2
1959,HNRNPA3
1960,MRPL9
1961,INCA1
1962,DNMT3A
1963,ATG3
1964,IGF2BP2
1965,TG
1966,TMPRSS9
1967,KAT6B
1968,SUPV3L1
1969,HOXA11
1970,PRKAA1
1971,SPRTN
1972,RPS18
1973,DDX18
1974,PARPBP
1975,CDH3
1976,TOR1A
1977,PLA2G1B
1978,SFN
1979,NGFR
1980,LLGL2
1981,DAG1
1982,ZNF135
1983,IFT172
1984,B4GALT4
1985,LSM6
1986,BECN1
1987,NUAK2
1988,DHX32
1989,RND2
1990,TGFB1
1991,NOTCH1
1992,EBAG9
1993,REEP5
1994,KDM5B
1995,FAM114A2
1996,KLF10
1997,TEX10
1998,MPC2
1999,ZNF404
2000,DCTD
2001,SYNE2
2002,ZNF502
2003,FLRT1
2004,ERMN
2005,NUP88
2006,PDE4B
2007,SSH1
2008,FAM204A
2009,MAP1A
2010,C5
2011,PPARG
2012,HELB
2013,CALM3
2014,CARD11
2015,DENND4B
2016,VSTM1
2017,FASLG
2018,ASRGL1
2019,MORC2
2020,ZNF284
2021,ARHGAP32
2022,EMC7
2023,RPS6KA1
2024,SLC38A11
2025,MYBL2
2026,CASC3
2027,MAGI1
2028,RAP1GAP
2029,ARSI
2030,EFCAB5
2031,CD300A
2032,SPA17
2033,NPHP3
2034,HAT1
2035,MPZL3
2036,PEPD
2037,KCTD6
2038,ATP2A2
2039,KIF11
2040,CBR1
2041,ATMIN
2042,ATOH8
2043,STIM1
2044,FYCO1
2045,ABCC5
2046,PRPF4
2047,FOXJ3
2048,GIMAP6
2049,NIT1
2050,RBM43
2051,ASCC3
2052,FJX1
2053,STMN1
2054,TNIP1
2055,PHF12
2056,CHN2
2057,FUCA1
2058,MEST
2059,TNNI3
2060,NUAK1
2061,SLC36A1
2062,ACP5
2063,GDA
2064,ILK
2065,BLCAP
2066,FOXN2
2067,GLIS2
2068,NMT1
2069,GTPBP8
2070,STK11IP
2071,NEBL
2072,TIMM9
2073,DAPK3
2074,GSR
2075,PAFAH1B3
2076,KPNA4
2077,CRCP
2078,RPN1
2079,FAT1
2080,LRRC40
2081,FIS1
2082,USP6NL
2083,DGAT1
2084,ZFC3H1
2085,MCM3
2086,TTC39C
2087,FGFR1
2088,YME1L1
2089,LETM1
2090,CCDC73
2091,PPP2R2D
2092,WNT5A
2093,PSCA
2094,HDAC3
2095,KLF12
2096,ZNF414
2097,TOP1
2098,BCLAF1
2099,ARHGDIB
2100,TRPV4
2101,SNCA
2102,ITGB5
2103,HDAC9
2104,CHMP2B
2105,NR2C2
2106,FAH
2107,HINT2
2108,GSDMB
2109,SF3A1
2110,BUB1
2111,RAB33B
2112,SOCS2
2113,SOX8
2114,ITGB2
2115,RGS2
2116,JUN
2117,HK1
2118,ZBTB43
2119,NFIL3
2120,PHKB
2121,APP
2122,DVL2
2123,SPATA32
2124,L3MBTL3
2125,SLC25A37
2126,NFKB2
2127,MAP3K8
2128,DUSP14
2129,OXA1L
2130,ELL2
2131,UCHL5
2132,AARS1
2133,KCNG1
2134,SLC22A5
2135,PLCH2
2136,SEMA3D
2137,AXDND1
2138,HIVEP2
2139,CLIC4
2140,SPEN
2141,EAPP
2142,CAPN1
2143,RPRD1B
2144,CCNB1
2145,PTGDR2
2146,BRD3
2147,PIM3
2148,AFG2B
2149,CAT
2150,PLXNA2
2151,GAA
2152,BRD9
2153,IGSF9B
2154,SACM1L
2155,CEACAM4
2156,GJA4
2157,USP16
2158,CREBBP
2159,ADCY3
2160,UBR2
2161,UBE2C
2162,CASP2
2163,SMCR8
2164,GTF2F2
2165,CHMP1A
2166,ACD
2167,DFFB
2168,UBR7
2169,NEXN
2170,HSPD1
2171,DDX10
2172,DDX31
2173,BEND4
2174,FNTA
2175,ACLY
2176,TCTN1
2177,MIER1
2178,AKR1E2
2179,PTPRF
2180,CEP350
2181,OSBPL3
2182,BLTP3B
2183,PDK1
2184,GDE1
2185,CRTAP
2186,DOT1L
2187,ATP10A
2188,SLC27A3
2189,FARP2
2190,CSNK1A1L
2191,PIGM
2192,RNH1
2193,EPRS1
2194,FLT3
2195,EEIG2
2196,NUMBL
2197,SDCCAG8
2198,ACBD5
2199,NOS3
2200,USP22
2201,FXN
2202,PEX2
2203,DHDDS
2204,MFAP3L
2205,VWDE
2206,SLC29A3
2207,RRAGA
2208,GPR137
2209,PDGFA
2210,CLECL1P
2211,TLCD3B
2212,KDR
2213,CCDC122
2214,GFOD2
2215,AKAP8L
2216,PLA2G4A
2217,PRMT6
2218,MELK
2219,RFNG
2220,GGH
2221,VEZF1
2222,GPRC5C
2223,SLC25A30
2224,REC8
2225,MKNK2
2226,RANBP3
2227,CEP57
2228,BCL2L1
2229,HCLS1
2230,CHST1
2231,SLC16A7
2232,WASF3
2233,IPO13
2234,VENTX
2235,MMP1
2236,ACADVL
2237,ST7
2238,TTK
2239,LAMA3
2240,FLT1
2241,TJP1
2242,PLCB3
2243,BACE2
2244,PPP1R13B
2245,SSRP1
2246,KLHL21
2247,BRD8
2248,SH2B3
2249,CLEC4E
2250,AKT1
2251,CAD
2252,ARID4B
2253,CHD9
2254,PTPRS
2255,ETV3
2256,LYRM1
2257,PUF60
2258,GFPT2
2259,F3
2260,MAPK1IP1L
2261,CXCL2
2262,SREBF1
2263,POC5
2264,CHMP6
2265,SERINC5
2266,NVL
2267,WDR27
2268,IMP3
2269,PCGF3
